,id,username,tweet,created_at
234,1234237065988104193,AUTO BILD España,Vídeo: Tesla Model S 🆚 Tesla Model X 🆚 Tesla Model 3 - https://t.co/ke4bpAhrkg #Tesla https://t.co/8JeeATB00W,2020-03-01 22:00:22
235,1234238968117563393,Dave Malda,Super handy this weekend!  Thanks @eBridgeConnects #Swag #HatGame #Canada 🇨🇦🌨🙏 https://t.co/8zOhqPoy57,2020-03-01 22:07:55
236,1234242566817767426,TSLAPWR 🚗🔌🔋📈💵📡,@kevinzhh Good job!  You hear about these daily in the #Tesla community.,2020-03-01 22:22:13
237,1234244270107889664,theretweeter,"RT @MikeCampese: Be sure to visit the Mike Campese store, for all Cd’s and all #swag at https://t.co/slV3bqz60l.  #mikecampese https://t.co…",2020-03-01 22:28:59
238,1234246652929536001,NewsUp⇧,"RT @renew_economy: #Tesla big battery delivered $116 million in market savings in 2019, says new report  @elonmusk https://t.co/gNyWvvragE",2020-03-01 22:38:27
239,1234247508588662786,Lilly the Dog,#swag #yolo #bitchessniffingmyass #babycapybaras https://t.co/dst38HqxKs,2020-03-01 22:41:51
240,1234248167895556096,Jason Glisson,RT @spotted_model: Another day. Another #tesla spontaneous combustion incident. The new Model Y is so square in the back by the way. https:…,2020-03-01 22:44:29
241,1234248768519733248,C🔋ri⚡,"RT @vincent13031925: Pictures Update: 

Tesla Model Y Interior Pictures and More Info 

$TSLA #Tesla #ModelY

https://t.co/5kvOfX9Web",2020-03-01 22:46:52
242,1234254539475296256,Dream League Soccer 2020,"#love #followback #Twitterers #tweegram #photooftheday #20likes #amazing #smile #follow4follow #like4like #look #instalike #igers #picoftheday #food #instadaily #instafollow #followme #girl #instagood #bestoftheday #instacool co #swag
↗️ Download 🆕🆕
https://t.co/yoJ3uOxbK9 https://t.co/LImEbk88tw",2020-03-01 23:09:48
243,1234254666965405699,Dream League Soccer 2020,"#love #followback #Twitterers #tweegram #photooftheday #20likes #amazing #smile #follow4follow #like4like #look #instalike #igers #picoftheday #food #instadaily #instafollow #followme #girl #instagood #bestoftheday #instacool co #swag
↗️ Download 🆕🆕
https://t.co/yoJ3uOxbK9 https://t.co/YhTCLLl5gH",2020-03-01 23:10:18
244,1234258230181867520,Rakhee Chopra,"I would love to have you attend my fashion show. Can I count on your support?

Get your tickets for March 12th here: https://t.co/n6vFMPi01e   #swag #fashion #LdnOnt #shoplocal https://t.co/dTu9TzlJQp",2020-03-01 23:24:28
245,1234258598936633347,I Spotted $TSLA $500,Brother-in-law’s amazing ⁦@elonmusk⁩ wall. #Tesla #SpaceX #boringcompany https://t.co/sslaz5GA2b,2020-03-01 23:25:56
246,1234259759274102789,Captain Hype,"RT @vincent13031925: Pictures Update: 

Tesla Model Y Interior Pictures and More Info 

$TSLA #Tesla #ModelY

https://t.co/5kvOfX9Web",2020-03-01 23:30:32
247,1234260276544974849,Hans Lak 🌍 #Mission2030,"#eMobility #Influencers according to @kcore_analytics  great to be in the global top ten working on #Mission2030 100% electric #mobility in 2030 #Tesla #VW #Daimler #Renault #Hyundai #Nissan #Ford #BMW 
The #ICE age is ending! #Norway 2025 https://t.co/gtyeRzQSzw",2020-03-01 23:32:36
248,1234261941163450368,Value World,"$SPCE #crazycharts #VirginGalactic #Tesla 

Glamour stocks $SPCE $TSLA have patterns in common. That people get trapped

#TourEiffel https://t.co/FLBxcfVyEL",2020-03-01 23:39:12
249,1234263501863936000,tepi,#Swag https://t.co/Y05JZYss4s,2020-03-01 23:45:25
250,1234264614193508354,Got Swag,"Wireless Phone Charger Dual Phones Charging Anti-skid Car Mount Auto For Tesla Model 3 For All Qi enabled Android devices https://t.co/eYaqeZp49E
#swag😎 #shoppingaddict #swager #swaggers #swagstyle https://t.co/eO3bJ5X4iU",2020-03-01 23:49:50
251,1234265473606352897,RRR II,"RT @vincent13031925: Pictures Update: 

Tesla Model Y Interior Pictures and More Info 

$TSLA #Tesla #ModelY

https://t.co/5kvOfX9Web",2020-03-01 23:53:15
252,1234265653852491780,Hans Lak 🌍 #Mission2030,"«#SUV sind ein Glücksfall fürs #Klima» https://t.co/D2rQVnmB4u via @zwoelf_app 
#eMobility #Mission2030 100% elektrisch ja es geht! #Tesla zeigt wie!",2020-03-01 23:53:58
253,1234266543955095552,Wisconsin Infidel,The Great Awakening biggest Intel dump the world will ever witness.The world is changing one day at a time. #Tesla #TheGreatAwakeningWorldwide #QAnons #Trump/JFK Jr 2020. What a time to be alive https://t.co/TYuN6uPBU0,2020-03-01 23:57:30
